road,lat,lon,current_speed,free_flow_speed,confidence,timestamp
Tun Abdul Razak,-5.180458,119.465541,29,35,0.929353,2025-06-05 13:50:57
Sultan Alauddin,-5.202323,119.495785,28,35,0.968206,2025-06-05 13:50:58
Boulevard,-5.156843,119.446864,17,23,0.888148,2025-06-05 13:55:59
Tun Abdul Razak,-5.180458,119.465541,29,36,0.937517,2025-06-05 13:56:00
Sultan Alauddin,-5.202323,119.495785,28,35,0.968642,2025-06-05 13:56:01
Boulevard,-5.156843,119.446864,18,23,0.866499,2025-06-05 14:01:02
Tun Abdul Razak,-5.180458,119.465541,28,35,0.912569,2025-06-05 14:01:03
Sultan Alauddin,-5.202323,119.495785,27,35,0.970875,2025-06-05 14:01:04
Boulevard,-5.156843,119.446864,18,23,0.871627,2025-06-05 14:06:05
Tun Abdul Razak,-5.180458,119.465541,28,36,0.910309,2025-06-05 14:06:05
Sultan Alauddin,-5.202323,119.495785,28,34,0.960449,2025-06-05 14:06:06
Boulevard,-5.156843,119.446864,18,22,0.899864,2025-06-05 14:11:07
Tun Abdul Razak,-5.180458,119.465541,28,36,0.899117,2025-06-05 14:11:08
Sultan Alauddin,-5.202323,119.495785,28,35,0.950455,2025-06-05 14:11:09
Boulevard,-5.156843,119.446864,18,23,0.902148,2025-06-05 14:16:09
Tun Abdul Razak,-5.180458,119.465541,28,35,0.884001,2025-06-05 14:16:10
Sultan Alauddin,-5.202323,119.495785,28,35,0.925471,2025-06-05 14:16:11
Boulevard,-5.156843,119.446864,19,23,0.91584,2025-06-05 14:21:12
Tun Abdul Razak,-5.180458,119.465541,28,35,0.841423,2025-06-05 14:21:13
Sultan Alauddin,-5.202323,119.495785,28,35,0.908259,2025-06-05 14:21:14
Boulevard,-5.156843,119.446864,18,23,0.912452,2025-06-05 14:26:15
Tun Abdul Razak,-5.180458,119.465541,29,35,0.843593,2025-06-05 14:26:16
Sultan Alauddin,-5.202323,119.495785,28,34,0.901167,2025-06-05 14:26:17
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 14:31:18
Tun Abdul Razak,-5.180458,119.465541,31,36,0.870359,2025-06-05 14:31:19
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-05 14:31:20
Boulevard,-5.156843,119.446864,23,23,1,2025-06-05 14:36:21
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-05 14:36:22
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-05 14:36:23
Boulevard,-5.156843,119.446864,18,23,0.927865,2025-06-05 14:41:24
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-05 14:41:25
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-05 14:41:26
Boulevard,-5.156843,119.446864,18,23,0.925266,2025-06-05 14:46:27
Tun Abdul Razak,-5.180458,119.465541,30,35,0.939619,2025-06-05 14:46:28
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-05 14:46:28
Boulevard,-5.156843,119.446864,21,24,0.925143,2025-06-05 14:51:29
Tun Abdul Razak,-5.180458,119.465541,31,36,0.942527,2025-06-05 14:51:30
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-05 14:51:31
Boulevard,-5.156843,119.446864,19,24,0.929414,2025-06-05 14:56:32
Tun Abdul Razak,-5.180458,119.465541,31,36,0.945101,2025-06-05 14:56:32
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-05 14:56:33
Boulevard,-5.156843,119.446864,19,24,0.912417,2025-06-05 15:01:34
Tun Abdul Razak,-5.180458,119.465541,29,36,0.948404,2025-06-05 15:01:35
Sultan Alauddin,-5.202323,119.495785,29,34,0.965003,2025-06-05 15:01:36
Boulevard,-5.156843,119.446864,19,24,0.870601,2025-06-05 15:06:37
Tun Abdul Razak,-5.180458,119.465541,28,35,0.946462,2025-06-05 15:06:38
Sultan Alauddin,-5.202323,119.495785,28,34,0.973137,2025-06-05 15:06:39
Boulevard,-5.156843,119.446864,19,23,0.842582,2025-06-05 15:11:40
Tun Abdul Razak,-5.180458,119.465541,28,35,0.927534,2025-06-05 15:11:41
Sultan Alauddin,-5.202323,119.495785,29,35,0.976021,2025-06-05 15:11:42
Boulevard,-5.156843,119.446864,19,24,0.814438,2025-06-05 15:16:43
Tun Abdul Razak,-5.180458,119.465541,28,36,0.89929,2025-06-05 15:16:44
Sultan Alauddin,-5.202323,119.495785,30,35,0.974528,2025-06-05 15:16:44
Boulevard,-5.156843,119.446864,21,24,0.846822,2025-06-05 15:21:46
Tun Abdul Razak,-5.180458,119.465541,29,36,0.904072,2025-06-05 15:21:47
Sultan Alauddin,-5.202323,119.495785,30,35,0.972288,2025-06-05 15:21:47
Boulevard,-5.156843,119.446864,20,24,0.848889,2025-06-05 15:26:48
Tun Abdul Razak,-5.180458,119.465541,30,36,0.927174,2025-06-05 15:26:49
Sultan Alauddin,-5.202323,119.495785,29,35,0.966014,2025-06-05 15:26:50
Boulevard,-5.156843,119.446864,18,23,0.86566,2025-06-05 15:31:51
Tun Abdul Razak,-5.180458,119.465541,29,36,0.902215,2025-06-05 15:31:52
Sultan Alauddin,-5.202323,119.495785,30,35,0.965968,2025-06-05 15:31:53
Boulevard,-5.156843,119.446864,17,23,0.869691,2025-06-05 15:36:54
Tun Abdul Razak,-5.180458,119.465541,30,35,0.900009,2025-06-05 15:36:54
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-05 15:36:55
Boulevard,-5.156843,119.446864,18,22,0.89,2025-06-05 15:41:56
Tun Abdul Razak,-5.180458,119.465541,31,35,0.915692,2025-06-05 15:41:57
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-05 15:41:58
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 15:46:59
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-05 15:47:00
Sultan Alauddin,-5.202323,119.495785,31,35,0.973908,2025-06-05 15:47:01
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 15:52:02
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-05 15:52:03
Sultan Alauddin,-5.202323,119.495785,31,35,0.972651,2025-06-05 15:52:04
Boulevard,-5.156843,119.446864,19,23,0.90183,2025-06-05 15:57:05
Tun Abdul Razak,-5.180458,119.465541,30,36,0.934002,2025-06-05 15:57:06
Sultan Alauddin,-5.202323,119.495785,29,35,0.971559,2025-06-05 15:57:07
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 16:02:07
Tun Abdul Razak,-5.180458,119.465541,30,35,0.94668,2025-06-05 16:02:09
Sultan Alauddin,-5.202323,119.495785,29,35,0.96725,2025-06-05 16:02:10
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 16:07:11
Tun Abdul Razak,-5.180458,119.465541,29,36,0.951655,2025-06-05 16:07:12
Sultan Alauddin,-5.202323,119.495785,29,34,0.968884,2025-06-05 16:07:13
Boulevard,-5.156843,119.446864,17,23,0.895829,2025-06-05 16:12:14
Tun Abdul Razak,-5.180458,119.465541,29,36,0.953885,2025-06-05 16:12:14
Sultan Alauddin,-5.202323,119.495785,28,34,0.968146,2025-06-05 16:12:15
Boulevard,-5.156843,119.446864,17,23,0.915513,2025-06-05 16:17:16
Tun Abdul Razak,-5.180458,119.465541,27,36,0.950128,2025-06-05 16:17:17
Sultan Alauddin,-5.202323,119.495785,27,35,0.96012,2025-06-05 16:17:18
Boulevard,-5.156843,119.446864,17,23,0.919301,2025-06-05 16:22:18
Tun Abdul Razak,-5.180458,119.465541,28,35,0.949705,2025-06-05 16:22:19
Sultan Alauddin,-5.202323,119.495785,27,35,0.969806,2025-06-05 16:22:20
Boulevard,-5.156843,119.446864,17,23,0.916167,2025-06-05 16:27:21
Tun Abdul Razak,-5.180458,119.465541,27,36,0.946196,2025-06-05 16:27:22
Sultan Alauddin,-5.202323,119.495785,26,34,0.972576,2025-06-05 16:27:23
Boulevard,-5.156843,119.446864,17,24,0.907214,2025-06-05 16:32:24
Tun Abdul Razak,-5.180458,119.465541,27,36,0.926745,2025-06-05 16:32:24
Sultan Alauddin,-5.202323,119.495785,27,35,0.973227,2025-06-05 16:32:26
Boulevard,-5.156843,119.446864,18,23,0.914029,2025-06-05 16:37:27
Tun Abdul Razak,-5.180458,119.465541,27,35,0.921576,2025-06-05 16:37:28
Sultan Alauddin,-5.202323,119.495785,27,34,0.970015,2025-06-05 16:37:29
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 16:42:31
Tun Abdul Razak,-5.180458,119.465541,28,36,0.913801,2025-06-05 16:42:32
Sultan Alauddin,-5.202323,119.495785,27,34,0.969529,2025-06-05 16:42:33
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 16:47:34
Tun Abdul Razak,-5.180458,119.465541,28,36,0.910372,2025-06-05 16:47:35
Sultan Alauddin,-5.202323,119.495785,26,35,0.971904,2025-06-05 16:47:36
Boulevard,-5.156843,119.446864,17,24,0.876006,2025-06-05 16:52:37
Tun Abdul Razak,-5.180458,119.465541,27,35,0.898524,2025-06-05 16:52:38
Sultan Alauddin,-5.202323,119.495785,26,35,0.972376,2025-06-05 16:52:38
Boulevard,-5.156843,119.446864,17,24,0.866442,2025-06-05 16:57:39
Tun Abdul Razak,-5.180458,119.465541,26,36,0.900549,2025-06-05 16:57:40
Sultan Alauddin,-5.202323,119.495785,25,35,0.972002,2025-06-05 16:57:41
Boulevard,-5.156843,119.446864,17,23,0.873425,2025-06-05 17:02:42
Tun Abdul Razak,-5.180458,119.465541,27,36,0.88759,2025-06-05 17:02:43
Sultan Alauddin,-5.202323,119.495785,24,34,0.968977,2025-06-05 17:02:43
Boulevard,-5.156843,119.446864,16,23,0.889115,2025-06-05 17:07:45
Tun Abdul Razak,-5.180458,119.465541,27,36,0.884874,2025-06-05 17:07:46
Sultan Alauddin,-5.202323,119.495785,25,34,0.967105,2025-06-05 17:07:47
Boulevard,-5.156843,119.446864,16,23,0.892456,2025-06-05 17:12:48
Tun Abdul Razak,-5.180458,119.465541,27,36,0.879959,2025-06-05 17:12:49
Sultan Alauddin,-5.202323,119.495785,25,35,0.958232,2025-06-05 17:12:50
Boulevard,-5.156843,119.446864,17,24,0.938014,2025-06-05 17:17:51
Tun Abdul Razak,-5.180458,119.465541,27,35,0.881597,2025-06-05 17:17:52
Sultan Alauddin,-5.202323,119.495785,25,35,0.957805,2025-06-05 17:17:52
Boulevard,-5.156843,119.446864,16,23,0.931048,2025-06-05 17:22:53
Tun Abdul Razak,-5.180458,119.465541,27,35,0.887788,2025-06-05 17:22:54
Sultan Alauddin,-5.202323,119.495785,26,35,0.959383,2025-06-05 17:22:55
Boulevard,-5.156843,119.446864,15,23,0.943614,2025-06-05 17:27:56
Tun Abdul Razak,-5.180458,119.465541,28,35,0.896765,2025-06-05 17:27:57
Sultan Alauddin,-5.202323,119.495785,26,34,0.962347,2025-06-05 17:27:58
Boulevard,-5.156843,119.446864,16,22,0.92798,2025-06-05 17:32:59
Tun Abdul Razak,-5.180458,119.465541,28,35,0.905553,2025-06-05 17:32:59
Sultan Alauddin,-5.202323,119.495785,26,35,0.961065,2025-06-05 17:33:00
Boulevard,-5.156843,119.446864,17,23,0.927747,2025-06-05 17:38:01
Tun Abdul Razak,-5.180458,119.465541,27,35,0.914141,2025-06-05 17:38:02
Sultan Alauddin,-5.202323,119.495785,26,35,0.961131,2025-06-05 17:38:03
Boulevard,-5.156843,119.446864,15,23,0.914762,2025-06-05 17:43:04
Tun Abdul Razak,-5.180458,119.465541,27,35,0.914213,2025-06-05 17:43:05
Sultan Alauddin,-5.202323,119.495785,25,34,0.964652,2025-06-05 17:43:05
Boulevard,-5.156843,119.446864,16,24,0.925089,2025-06-05 17:48:06
Tun Abdul Razak,-5.180458,119.465541,27,35,0.908679,2025-06-05 17:48:07
Sultan Alauddin,-5.202323,119.495785,26,34,0.948232,2025-06-05 17:48:08
Boulevard,-5.156843,119.446864,18,25,0.901926,2025-06-05 17:53:09
Tun Abdul Razak,-5.180458,119.465541,27,35,0.908741,2025-06-05 17:53:10
Sultan Alauddin,-5.202323,119.495785,25,34,0.953034,2025-06-05 17:53:11
Boulevard,-5.156843,119.446864,17,24,0.844214,2025-06-05 17:58:12
Tun Abdul Razak,-5.180458,119.465541,27,35,0.878672,2025-06-05 17:58:13
Sultan Alauddin,-5.202323,119.495785,25,35,0.96058,2025-06-05 17:58:14
Boulevard,-5.156843,119.446864,18,24,0.858588,2025-06-05 18:03:15
Tun Abdul Razak,-5.180458,119.465541,26,36,0.885573,2025-06-05 18:03:16
Sultan Alauddin,-5.202323,119.495785,25,35,0.958313,2025-06-05 18:03:18
Boulevard,-5.156843,119.446864,18,24,0.854609,2025-06-05 18:08:19
Tun Abdul Razak,-5.180458,119.465541,27,36,0.882472,2025-06-05 18:08:20
Sultan Alauddin,-5.202323,119.495785,26,35,0.957448,2025-06-05 18:08:20
Boulevard,-5.156843,119.446864,18,24,0.874,2025-06-05 18:13:21
Tun Abdul Razak,-5.180458,119.465541,28,35,0.937833,2025-06-05 18:13:22
Sultan Alauddin,-5.202323,119.495785,26,34,0.949966,2025-06-05 18:13:23
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 18:18:24
Tun Abdul Razak,-5.180458,119.465541,28,35,0.946908,2025-06-05 18:18:25
Sultan Alauddin,-5.202323,119.495785,28,35,0.933408,2025-06-05 18:18:25
Boulevard,-5.156843,119.446864,19,23,0.882029,2025-06-05 18:23:26
Tun Abdul Razak,-5.180458,119.465541,27,35,0.953156,2025-06-05 18:23:27
Sultan Alauddin,-5.202323,119.495785,29,35,0.928924,2025-06-05 18:23:28
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 18:28:29
Tun Abdul Razak,-5.180458,119.465541,29,36,0.949918,2025-06-05 18:28:30
Sultan Alauddin,-5.202323,119.495785,28,35,0.939328,2025-06-05 18:28:30
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 18:33:31
Tun Abdul Razak,-5.180458,119.465541,28,35,0.9485,2025-06-05 18:33:32
Sultan Alauddin,-5.202323,119.495785,27,34,0.953957,2025-06-05 18:33:33
Boulevard,-5.156843,119.446864,18,23,0.916008,2025-06-05 18:38:34
Tun Abdul Razak,-5.180458,119.465541,28,36,0.942808,2025-06-05 18:38:35
Sultan Alauddin,-5.202323,119.495785,28,35,0.969242,2025-06-05 18:38:35
Boulevard,-5.156843,119.446864,18,23,0.918797,2025-06-05 18:43:37
Tun Abdul Razak,-5.180458,119.465541,28,36,0.930957,2025-06-05 18:43:37
Sultan Alauddin,-5.202323,119.495785,27,35,0.975577,2025-06-05 18:43:38
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 18:48:39
Tun Abdul Razak,-5.180458,119.465541,28,35,0.92309,2025-06-05 18:48:40
Sultan Alauddin,-5.202323,119.495785,26,34,0.971869,2025-06-05 18:48:40
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 18:53:42
Tun Abdul Razak,-5.180458,119.465541,28,36,0.937346,2025-06-05 18:53:43
Sultan Alauddin,-5.202323,119.495785,25,34,0.963407,2025-06-05 18:53:44
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 18:58:45
Tun Abdul Razak,-5.180458,119.465541,28,36,0.947647,2025-06-05 18:58:45
Sultan Alauddin,-5.202323,119.495785,28,35,0.96886,2025-06-05 18:58:46
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 19:03:47
Tun Abdul Razak,-5.180458,119.465541,29,36,0.935181,2025-06-05 19:03:48
Sultan Alauddin,-5.202323,119.495785,29,35,0.9569,2025-06-05 19:03:49
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 19:08:49
Tun Abdul Razak,-5.180458,119.465541,28,36,0.932493,2025-06-05 19:08:50
Sultan Alauddin,-5.202323,119.495785,28,35,0.940607,2025-06-05 19:08:51
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 19:13:52
Tun Abdul Razak,-5.180458,119.465541,27,36,0.940499,2025-06-05 19:13:53
Sultan Alauddin,-5.202323,119.495785,28,34,0.946501,2025-06-05 19:13:53
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 19:18:54
Tun Abdul Razak,-5.180458,119.465541,27,36,0.940668,2025-06-05 19:18:55
Sultan Alauddin,-5.202323,119.495785,26,35,0.958427,2025-06-05 19:18:56
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 19:23:57
Tun Abdul Razak,-5.180458,119.465541,28,35,0.942028,2025-06-05 19:23:58
Sultan Alauddin,-5.202323,119.495785,26,34,0.9579,2025-06-05 19:23:59
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 19:29:00
Tun Abdul Razak,-5.180458,119.465541,29,36,0.930121,2025-06-05 19:29:01
Sultan Alauddin,-5.202323,119.495785,25,34,0.956245,2025-06-05 19:29:02
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 19:34:03
Tun Abdul Razak,-5.180458,119.465541,29,36,0.945911,2025-06-05 19:34:04
Sultan Alauddin,-5.202323,119.495785,25,35,0.94476,2025-06-05 19:34:05
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 19:39:06
Tun Abdul Razak,-5.180458,119.465541,28,35,0.947758,2025-06-05 19:39:07
Sultan Alauddin,-5.202323,119.495785,25,34,0.944682,2025-06-05 19:39:07
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 19:44:08
Tun Abdul Razak,-5.180458,119.465541,27,36,0.938365,2025-06-05 19:44:09
Sultan Alauddin,-5.202323,119.495785,25,34,0.951951,2025-06-05 19:44:09
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 19:49:11
Tun Abdul Razak,-5.180458,119.465541,26,35,0.932961,2025-06-05 19:49:11
Sultan Alauddin,-5.202323,119.495785,25,34,0.947038,2025-06-05 19:49:12
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 19:54:13
Tun Abdul Razak,-5.180458,119.465541,27,36,0.946011,2025-06-05 19:54:14
Sultan Alauddin,-5.202323,119.495785,26,34,0.942169,2025-06-05 19:54:15
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 19:59:16
Tun Abdul Razak,-5.180458,119.465541,27,36,0.944182,2025-06-05 19:59:17
Sultan Alauddin,-5.202323,119.495785,26,34,0.928039,2025-06-05 19:59:18
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 20:04:18
Tun Abdul Razak,-5.180458,119.465541,27,36,0.951684,2025-06-05 20:04:19
Sultan Alauddin,-5.202323,119.495785,26,34,0.934067,2025-06-05 20:04:20
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 20:09:22
Tun Abdul Razak,-5.180458,119.465541,28,35,0.952084,2025-06-05 20:09:23
Sultan Alauddin,-5.202323,119.495785,26,34,0.94715,2025-06-05 20:09:24
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 20:14:25
Tun Abdul Razak,-5.180458,119.465541,28,36,0.961165,2025-06-05 20:14:26
Sultan Alauddin,-5.202323,119.495785,26,34,0.929508,2025-06-05 20:14:27
Boulevard,-5.156843,119.446864,18,23,0.931406,2025-06-05 20:19:28
Tun Abdul Razak,-5.180458,119.465541,28,36,0.956939,2025-06-05 20:19:28
Sultan Alauddin,-5.202323,119.495785,26,35,0.929349,2025-06-05 20:19:29
Boulevard,-5.156843,119.446864,18,24,0.92861,2025-06-05 20:24:31
Tun Abdul Razak,-5.180458,119.465541,29,36,0.949643,2025-06-05 20:24:31
Sultan Alauddin,-5.202323,119.495785,26,35,0.934371,2025-06-05 20:24:32
Boulevard,-5.156843,119.446864,18,23,0.918797,2025-06-05 20:29:33
Tun Abdul Razak,-5.180458,119.465541,28,35,0.939325,2025-06-05 20:29:34
Sultan Alauddin,-5.202323,119.495785,25,34,0.938104,2025-06-05 20:29:35
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 20:34:36
Tun Abdul Razak,-5.180458,119.465541,28,36,0.922152,2025-06-05 20:34:37
Sultan Alauddin,-5.202323,119.495785,25,35,0.942964,2025-06-05 20:34:37
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 20:39:39
Tun Abdul Razak,-5.180458,119.465541,28,35,0.883328,2025-06-05 20:39:40
Sultan Alauddin,-5.202323,119.495785,27,35,0.940598,2025-06-05 20:39:40
Boulevard,-5.156843,119.446864,18,23,0.90044,2025-06-05 20:44:41
Tun Abdul Razak,-5.180458,119.465541,29,36,0.858538,2025-06-05 20:44:42
Sultan Alauddin,-5.202323,119.495785,27,34,0.960253,2025-06-05 20:44:43
Boulevard,-5.156843,119.446864,18,23,0.908797,2025-06-05 20:49:44
Tun Abdul Razak,-5.180458,119.465541,29,36,0.83412,2025-06-05 20:49:45
Sultan Alauddin,-5.202323,119.495785,26,35,0.961568,2025-06-05 20:49:47
Boulevard,-5.156843,119.446864,18,23,0.903214,2025-06-05 20:54:48
Tun Abdul Razak,-5.180458,119.465541,29,36,0.890032,2025-06-05 20:54:49
Sultan Alauddin,-5.202323,119.495785,25,34,0.962272,2025-06-05 20:54:50
Boulevard,-5.156843,119.446864,18,23,0.868245,2025-06-05 20:59:51
Tun Abdul Razak,-5.180458,119.465541,30,36,0.91405,2025-06-05 20:59:52
Sultan Alauddin,-5.202323,119.495785,25,35,0.964414,2025-06-05 20:59:53
Boulevard,-5.156843,119.446864,18,23,0.846201,2025-06-05 21:04:54
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-05 21:04:55
Sultan Alauddin,-5.202323,119.495785,25,35,0.954328,2025-06-05 21:04:55
Boulevard,-5.156843,119.446864,19,24,0.832707,2025-06-05 21:09:56
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-05 21:09:58
Sultan Alauddin,-5.202323,119.495785,26,35,0.93888,2025-06-05 21:09:59
Boulevard,-5.156843,119.446864,18,23,0.807038,2025-06-05 21:15:00
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-05 21:15:01
Sultan Alauddin,-5.202323,119.495785,27,35,0.943958,2025-06-05 21:15:02
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 21:20:03
Tun Abdul Razak,-5.180458,119.465541,31,35,0.902413,2025-06-05 21:20:04
Sultan Alauddin,-5.202323,119.495785,26,35,0.94187,2025-06-05 21:20:05
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 21:25:06
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-05 21:25:07
Sultan Alauddin,-5.202323,119.495785,26,35,0.921025,2025-06-05 21:25:07
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 21:30:08
Tun Abdul Razak,-5.180458,119.465541,31,35,0.897555,2025-06-05 21:30:10
Sultan Alauddin,-5.202323,119.495785,27,35,0.926332,2025-06-05 21:30:10
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 21:35:11
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-05 21:35:12
Sultan Alauddin,-5.202323,119.495785,27,35,0.932921,2025-06-05 21:35:13
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 21:40:14
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-05 21:40:15
Sultan Alauddin,-5.202323,119.495785,28,34,0.921023,2025-06-05 21:40:16
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 21:45:17
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-05 21:45:18
Sultan Alauddin,-5.202323,119.495785,28,35,0.906837,2025-06-05 21:45:19
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 21:50:21
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-05 21:50:22
Sultan Alauddin,-5.202323,119.495785,28,34,0.884092,2025-06-05 21:50:23
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 21:55:23
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-05 21:55:24
Sultan Alauddin,-5.202323,119.495785,29,35,0.869692,2025-06-05 21:55:25
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 22:00:27
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-05 22:00:28
Sultan Alauddin,-5.202323,119.495785,29,34,0.857063,2025-06-05 22:00:29
Boulevard,-5.156843,119.446864,24,24,1,2025-06-12 09:37:09
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-12 09:37:10
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-12 09:37:10
Boulevard,-5.156843,119.446864,24,24,1,2025-06-12 09:42:11
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-12 09:42:12
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-12 09:42:13
Boulevard,-5.156843,119.446864,24,24,1,2025-06-12 09:47:14
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-12 09:47:15
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-12 09:47:16
Boulevard,-5.156843,119.446864,24,24,1,2025-06-12 09:52:17
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-12 09:52:18
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-12 09:52:18
Boulevard,-5.156843,119.446864,24,24,1,2025-06-12 09:57:19
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-12 09:57:20
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-12 09:57:21
Boulevard,-5.156843,119.446864,24,24,1,2025-06-12 10:02:22
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-12 10:02:23
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-12 10:02:24
Boulevard,-5.156843,119.446864,24,24,1,2025-06-12 10:07:25
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-12 10:07:26
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-12 10:07:27
Boulevard,-5.156843,119.446864,24,24,1,2025-06-12 10:12:27
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-12 10:12:28
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-12 10:12:29
Boulevard,-5.156843,119.446864,24,24,1,2025-06-12 10:17:30
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-12 10:17:31
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-12 10:17:31
Boulevard,-5.156843,119.446864,24,24,1,2025-06-12 10:22:32
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-12 10:22:33
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-12 10:22:34
Boulevard,-5.156843,119.446864,24,24,1,2025-06-12 10:27:35
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-12 10:27:36
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-12 10:27:36
Boulevard,-5.156843,119.446864,24,24,1,2025-06-12 10:32:37
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-12 10:32:38
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-12 10:32:39
Boulevard,-5.156843,119.446864,24,24,1,2025-06-12 10:37:40
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-12 10:37:41
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-12 10:37:42
Boulevard,-5.156843,119.446864,24,24,1,2025-06-12 10:42:42
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-12 10:42:43
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-12 10:42:44
Boulevard,-5.156843,119.446864,24,24,1,2025-06-12 10:47:45
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-12 10:47:46
