road,lat,lon,current_speed,free_flow_speed,confidence,timestamp,congestion_percent,rush_hour,congestion_level,low_confidence,is_weekend,hour,speed_diff,temperature,weathercode,weather
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 14:31:18,0.0,False,Low,False,False,14,-5.0,30.0,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,31,36,0.870359,2025-06-05 14:31:19,13.888888888888884,False,Low,False,False,14,8.0,30.0,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-05 14:31:20,0.0,False,Low,False,False,14,4.0,30.0,51,drizzle
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 14:36:21,0.0,False,Low,False,False,14,-12.0,30.0,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-05 14:36:22,0.0,False,Low,False,False,14,12.0,30.0,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-05 14:36:23,0.0,False,Low,False,False,14,0.0,30.0,51,drizzle
Boulevard,-5.156843,119.446864,18,23,0.927865,2025-06-05 14:41:24,21.739130434782606,False,Low,False,False,14,-17.0,30.0,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-05 14:41:25,0.0,False,Low,False,False,14,17.0,30.0,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-05 14:41:26,0.0,False,Low,False,False,14,0.0,30.0,51,drizzle
Boulevard,-5.156843,119.446864,18,23,0.925266,2025-06-05 14:46:27,21.739130434782606,False,Low,False,False,14,-17.0,30.0,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,30,35,0.939619,2025-06-05 14:46:28,14.28571428571429,False,Low,False,False,14,12.0,30.0,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-05 14:46:28,0.0,False,Low,False,False,14,5.0,30.0,51,drizzle
Boulevard,-5.156843,119.446864,21,24,0.925143,2025-06-05 14:51:29,12.5,False,Low,False,False,14,-14.0,30.0,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,31,36,0.942527,2025-06-05 14:51:30,13.888888888888884,False,Low,False,False,14,10.0,30.0,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-05 14:51:31,0.0,False,Low,False,False,14,4.0,30.0,51,drizzle
Boulevard,-5.156843,119.446864,19,24,0.929414,2025-06-05 14:56:32,20.833333333333336,False,Low,False,False,14,-16.0,30.0,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,31,36,0.945101,2025-06-05 14:56:32,13.888888888888884,False,Low,False,False,14,12.0,30.0,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-05 14:56:33,0.0,False,Low,False,False,14,4.0,30.0,51,drizzle
Boulevard,-5.156843,119.446864,19,24,0.912417,2025-06-05 15:01:34,20.833333333333336,False,Low,False,False,15,-16.0,29.4,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,29,36,0.948404,2025-06-05 15:01:35,19.444444444444443,False,Low,False,False,15,10.0,29.4,51,drizzle
Sultan Alauddin,-5.202323,119.495785,29,34,0.965003,2025-06-05 15:01:36,14.70588235294118,False,Low,False,False,15,0.0,29.4,51,drizzle
Boulevard,-5.156843,119.446864,19,24,0.870601,2025-06-05 15:06:37,20.833333333333336,False,Low,False,False,15,-10.0,29.4,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,28,35,0.946462,2025-06-05 15:06:38,19.999999999999996,False,Low,False,False,15,9.0,29.4,51,drizzle
Sultan Alauddin,-5.202323,119.495785,28,34,0.973137,2025-06-05 15:06:39,17.647058823529417,False,Low,False,False,15,0.0,29.4,51,drizzle
Boulevard,-5.156843,119.446864,19,23,0.842582,2025-06-05 15:11:40,17.391304347826086,False,Low,False,False,15,-9.0,29.4,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,28,35,0.927534,2025-06-05 15:11:41,19.999999999999996,False,Low,False,False,15,9.0,29.4,51,drizzle
Sultan Alauddin,-5.202323,119.495785,29,35,0.976021,2025-06-05 15:11:42,17.14285714285714,False,Low,False,False,15,1.0,29.4,51,drizzle
Boulevard,-5.156843,119.446864,19,24,0.814438,2025-06-05 15:16:43,20.833333333333336,False,Low,False,False,15,-10.0,29.4,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,28,36,0.89929,2025-06-05 15:16:44,22.22222222222222,False,Low,False,False,15,9.0,29.4,51,drizzle
Sultan Alauddin,-5.202323,119.495785,30,35,0.974528,2025-06-05 15:16:44,14.28571428571429,False,Low,False,False,15,2.0,29.4,51,drizzle
Boulevard,-5.156843,119.446864,21,24,0.846822,2025-06-05 15:21:46,12.5,False,Low,False,False,15,-9.0,29.4,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,29,36,0.904072,2025-06-05 15:21:47,19.444444444444443,False,Low,False,False,15,8.0,29.4,51,drizzle
Sultan Alauddin,-5.202323,119.495785,30,35,0.972288,2025-06-05 15:21:47,14.28571428571429,False,Low,False,False,15,1.0,29.4,51,drizzle
Boulevard,-5.156843,119.446864,20,24,0.848889,2025-06-05 15:26:48,16.666666666666664,False,Low,False,False,15,-10.0,29.4,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,30,36,0.927174,2025-06-05 15:26:49,16.666666666666664,False,Low,False,False,15,10.0,29.4,51,drizzle
Sultan Alauddin,-5.202323,119.495785,29,35,0.966014,2025-06-05 15:26:50,17.14285714285714,False,Low,False,False,15,-1.0,29.4,51,drizzle
Boulevard,-5.156843,119.446864,18,23,0.86566,2025-06-05 15:31:51,21.739130434782606,False,Low,False,False,15,-11.0,29.4,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,29,36,0.902215,2025-06-05 15:31:52,19.444444444444443,False,Low,False,False,15,11.0,29.4,51,drizzle
Sultan Alauddin,-5.202323,119.495785,30,35,0.965968,2025-06-05 15:31:53,14.28571428571429,False,Low,False,False,15,1.0,29.4,51,drizzle
Boulevard,-5.156843,119.446864,17,23,0.869691,2025-06-05 15:36:54,26.086956521739136,False,Low,False,False,15,-13.0,29.4,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,30,35,0.900009,2025-06-05 15:36:54,14.28571428571429,False,Low,False,False,15,13.0,29.4,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-05 15:36:55,0.0,False,Low,False,False,15,5.0,29.4,51,drizzle
Boulevard,-5.156843,119.446864,18,22,0.89,2025-06-05 15:41:56,18.181818181818176,False,Low,False,False,15,-17.0,29.4,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,31,35,0.915692,2025-06-05 15:41:57,11.428571428571432,False,Low,False,False,15,13.0,29.4,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-05 15:41:58,0.0,False,Low,False,False,15,4.0,29.4,51,drizzle
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 15:46:59,0.0,False,Low,False,False,15,-12.0,29.4,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-05 15:47:00,0.0,False,Low,False,False,15,12.0,29.4,51,drizzle
Sultan Alauddin,-5.202323,119.495785,31,35,0.973908,2025-06-05 15:47:01,11.428571428571432,False,Low,False,False,15,-4.0,29.4,51,drizzle
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 15:52:02,0.0,False,Low,False,False,15,-8.0,29.4,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-05 15:52:03,0.0,False,Low,False,False,15,12.0,29.4,51,drizzle
Sultan Alauddin,-5.202323,119.495785,31,35,0.972651,2025-06-05 15:52:04,11.428571428571432,False,Low,False,False,15,-4.0,29.4,51,drizzle
Boulevard,-5.156843,119.446864,19,23,0.90183,2025-06-05 15:57:05,17.391304347826086,False,Low,False,False,15,-12.0,29.4,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,30,36,0.934002,2025-06-05 15:57:06,16.666666666666664,False,Low,False,False,15,11.0,29.4,51,drizzle
Sultan Alauddin,-5.202323,119.495785,29,35,0.971559,2025-06-05 15:57:07,17.14285714285714,False,Low,False,False,15,-1.0,29.4,51,drizzle
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 16:02:07,0.0,True,Low,False,False,16,-6.0,29.3,0,clear
Tun Abdul Razak,-5.180458,119.465541,30,35,0.94668,2025-06-05 16:02:09,14.28571428571429,True,Low,False,False,16,7.0,29.3,0,clear
Sultan Alauddin,-5.202323,119.495785,29,35,0.96725,2025-06-05 16:02:10,17.14285714285714,True,Low,False,False,16,-1.0,29.3,0,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 16:07:11,0.0,True,Low,False,False,16,-6.0,29.3,0,clear
Tun Abdul Razak,-5.180458,119.465541,29,36,0.951655,2025-06-05 16:07:12,19.444444444444443,True,Low,False,False,16,6.0,29.3,0,clear
Sultan Alauddin,-5.202323,119.495785,29,34,0.968884,2025-06-05 16:07:13,14.70588235294118,True,Low,False,False,16,0.0,29.3,0,clear
Boulevard,-5.156843,119.446864,17,23,0.895829,2025-06-05 16:12:14,26.086956521739136,True,Low,False,False,16,-12.0,29.3,0,clear
Tun Abdul Razak,-5.180458,119.465541,29,36,0.953885,2025-06-05 16:12:14,19.444444444444443,True,Low,False,False,16,12.0,29.3,0,clear
Sultan Alauddin,-5.202323,119.495785,28,34,0.968146,2025-06-05 16:12:15,17.647058823529417,True,Low,False,False,16,-1.0,29.3,0,clear
Boulevard,-5.156843,119.446864,17,23,0.915513,2025-06-05 16:17:16,26.086956521739136,True,Low,False,False,16,-11.0,29.3,0,clear
Tun Abdul Razak,-5.180458,119.465541,27,36,0.950128,2025-06-05 16:17:17,25.0,True,Low,False,False,16,10.0,29.3,0,clear
Sultan Alauddin,-5.202323,119.495785,27,35,0.96012,2025-06-05 16:17:18,22.857142857142854,True,Low,False,False,16,0.0,29.3,0,clear
Boulevard,-5.156843,119.446864,17,23,0.919301,2025-06-05 16:22:18,26.086956521739136,True,Low,False,False,16,-10.0,29.3,0,clear
Tun Abdul Razak,-5.180458,119.465541,28,35,0.949705,2025-06-05 16:22:19,19.999999999999996,True,Low,False,False,16,11.0,29.3,0,clear
Sultan Alauddin,-5.202323,119.495785,27,35,0.969806,2025-06-05 16:22:20,22.857142857142854,True,Low,False,False,16,-1.0,29.3,0,clear
Boulevard,-5.156843,119.446864,17,23,0.916167,2025-06-05 16:27:21,26.086956521739136,True,Low,False,False,16,-10.0,29.3,0,clear
Tun Abdul Razak,-5.180458,119.465541,27,36,0.946196,2025-06-05 16:27:22,25.0,True,Low,False,False,16,10.0,29.3,0,clear
Sultan Alauddin,-5.202323,119.495785,26,34,0.972576,2025-06-05 16:27:23,23.529411764705888,True,Low,False,False,16,-1.0,29.3,0,clear
Boulevard,-5.156843,119.446864,17,24,0.907214,2025-06-05 16:32:24,29.166666666666664,True,Low,False,False,16,-9.0,29.3,0,clear
Tun Abdul Razak,-5.180458,119.465541,27,36,0.926745,2025-06-05 16:32:24,25.0,True,Low,False,False,16,10.0,29.3,0,clear
Sultan Alauddin,-5.202323,119.495785,27,35,0.973227,2025-06-05 16:32:26,22.857142857142854,True,Low,False,False,16,0.0,29.3,0,clear
Boulevard,-5.156843,119.446864,18,23,0.914029,2025-06-05 16:37:27,21.739130434782606,True,Low,False,False,16,-9.0,29.3,0,clear
Tun Abdul Razak,-5.180458,119.465541,27,35,0.921576,2025-06-05 16:37:28,22.857142857142854,True,Low,False,False,16,9.0,29.3,0,clear
Sultan Alauddin,-5.202323,119.495785,27,34,0.970015,2025-06-05 16:37:29,20.588235294117652,True,Low,False,False,16,0.0,29.3,0,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 16:42:31,0.0,True,Low,False,False,16,-4.0,29.3,0,clear
Tun Abdul Razak,-5.180458,119.465541,28,36,0.913801,2025-06-05 16:42:32,22.22222222222222,True,Low,False,False,16,5.0,29.3,0,clear
Sultan Alauddin,-5.202323,119.495785,27,34,0.969529,2025-06-05 16:42:33,20.588235294117652,True,Low,False,False,16,-1.0,29.3,0,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 16:47:34,0.0,True,Low,False,False,16,-4.0,29.3,0,clear
Tun Abdul Razak,-5.180458,119.465541,28,36,0.910372,2025-06-05 16:47:35,22.22222222222222,True,Low,False,False,16,5.0,29.3,0,clear
Sultan Alauddin,-5.202323,119.495785,26,35,0.971904,2025-06-05 16:47:36,25.71428571428571,True,Low,False,False,16,-2.0,29.3,0,clear
Boulevard,-5.156843,119.446864,17,24,0.876006,2025-06-05 16:52:37,29.166666666666664,True,Low,False,False,16,-9.0,29.3,0,clear
Tun Abdul Razak,-5.180458,119.465541,27,35,0.898524,2025-06-05 16:52:38,22.857142857142854,True,Low,False,False,16,10.0,29.3,0,clear
Sultan Alauddin,-5.202323,119.495785,26,35,0.972376,2025-06-05 16:52:38,25.71428571428571,True,Low,False,False,16,-1.0,29.3,0,clear
Boulevard,-5.156843,119.446864,17,24,0.866442,2025-06-05 16:57:39,29.166666666666664,True,Low,False,False,16,-9.0,29.3,0,clear
Tun Abdul Razak,-5.180458,119.465541,26,36,0.900549,2025-06-05 16:57:40,27.77777777777778,True,Low,False,False,16,9.0,29.3,0,clear
Sultan Alauddin,-5.202323,119.495785,25,35,0.972002,2025-06-05 16:57:41,28.57142857142857,True,Low,False,False,16,-1.0,29.3,0,clear
Boulevard,-5.156843,119.446864,17,23,0.873425,2025-06-05 17:02:42,26.086956521739136,True,Low,False,False,17,-8.0,28.7,0,clear
Tun Abdul Razak,-5.180458,119.465541,27,36,0.88759,2025-06-05 17:02:43,25.0,True,Low,False,False,17,10.0,28.7,0,clear
Sultan Alauddin,-5.202323,119.495785,24,34,0.968977,2025-06-05 17:02:43,29.411764705882348,True,Low,False,False,17,-3.0,28.7,0,clear
Boulevard,-5.156843,119.446864,16,23,0.889115,2025-06-05 17:07:45,30.434782608695656,True,Moderate,False,False,17,-8.0,28.7,0,clear
Tun Abdul Razak,-5.180458,119.465541,27,36,0.884874,2025-06-05 17:07:46,25.0,True,Low,False,False,17,11.0,28.7,0,clear
Sultan Alauddin,-5.202323,119.495785,25,34,0.967105,2025-06-05 17:07:47,26.470588235294112,True,Low,False,False,17,-2.0,28.7,0,clear
Boulevard,-5.156843,119.446864,16,23,0.892456,2025-06-05 17:12:48,30.434782608695656,True,Moderate,False,False,17,-9.0,28.7,0,clear
Tun Abdul Razak,-5.180458,119.465541,27,36,0.879959,2025-06-05 17:12:49,25.0,True,Low,False,False,17,11.0,28.7,0,clear
Sultan Alauddin,-5.202323,119.495785,25,35,0.958232,2025-06-05 17:12:50,28.57142857142857,True,Low,False,False,17,-2.0,28.7,0,clear
Boulevard,-5.156843,119.446864,17,24,0.938014,2025-06-05 17:17:51,29.166666666666664,True,Low,False,False,17,-8.0,28.7,0,clear
Tun Abdul Razak,-5.180458,119.465541,27,35,0.881597,2025-06-05 17:17:52,22.857142857142854,True,Low,False,False,17,10.0,28.7,0,clear
Sultan Alauddin,-5.202323,119.495785,25,35,0.957805,2025-06-05 17:17:52,28.57142857142857,True,Low,False,False,17,-2.0,28.7,0,clear
Boulevard,-5.156843,119.446864,16,23,0.931048,2025-06-05 17:22:53,30.434782608695656,True,Moderate,False,False,17,-9.0,28.7,0,clear
Tun Abdul Razak,-5.180458,119.465541,27,35,0.887788,2025-06-05 17:22:54,22.857142857142854,True,Low,False,False,17,11.0,28.7,0,clear
Sultan Alauddin,-5.202323,119.495785,26,35,0.959383,2025-06-05 17:22:55,25.71428571428571,True,Low,False,False,17,-1.0,28.7,0,clear
Boulevard,-5.156843,119.446864,15,23,0.943614,2025-06-05 17:27:56,34.78260869565217,True,Moderate,False,False,17,-11.0,28.7,0,clear
Tun Abdul Razak,-5.180458,119.465541,28,35,0.896765,2025-06-05 17:27:57,19.999999999999996,True,Low,False,False,17,13.0,28.7,0,clear
Sultan Alauddin,-5.202323,119.495785,26,34,0.962347,2025-06-05 17:27:58,23.529411764705888,True,Low,False,False,17,-2.0,28.7,0,clear
Boulevard,-5.156843,119.446864,16,22,0.92798,2025-06-05 17:32:59,27.27272727272727,True,Low,False,False,17,-10.0,28.7,0,clear
Tun Abdul Razak,-5.180458,119.465541,28,35,0.905553,2025-06-05 17:32:59,19.999999999999996,True,Low,False,False,17,12.0,28.7,0,clear
Sultan Alauddin,-5.202323,119.495785,26,35,0.961065,2025-06-05 17:33:00,25.71428571428571,True,Low,False,False,17,-2.0,28.7,0,clear
Boulevard,-5.156843,119.446864,17,23,0.927747,2025-06-05 17:38:01,26.086956521739136,True,Low,False,False,17,-9.0,28.7,0,clear
Tun Abdul Razak,-5.180458,119.465541,27,35,0.914141,2025-06-05 17:38:02,22.857142857142854,True,Low,False,False,17,10.0,28.7,0,clear
Sultan Alauddin,-5.202323,119.495785,26,35,0.961131,2025-06-05 17:38:03,25.71428571428571,True,Low,False,False,17,-1.0,28.7,0,clear
Boulevard,-5.156843,119.446864,15,23,0.914762,2025-06-05 17:43:04,34.78260869565217,True,Moderate,False,False,17,-11.0,28.7,0,clear
Tun Abdul Razak,-5.180458,119.465541,27,35,0.914213,2025-06-05 17:43:05,22.857142857142854,True,Low,False,False,17,12.0,28.7,0,clear
Sultan Alauddin,-5.202323,119.495785,25,34,0.964652,2025-06-05 17:43:05,26.470588235294112,True,Low,False,False,17,-2.0,28.7,0,clear
Boulevard,-5.156843,119.446864,16,24,0.925089,2025-06-05 17:48:06,33.333333333333336,True,Moderate,False,False,17,-9.0,28.7,0,clear
Tun Abdul Razak,-5.180458,119.465541,27,35,0.908679,2025-06-05 17:48:07,22.857142857142854,True,Low,False,False,17,11.0,28.7,0,clear
Sultan Alauddin,-5.202323,119.495785,26,34,0.948232,2025-06-05 17:48:08,23.529411764705888,True,Low,False,False,17,-1.0,28.7,0,clear
Boulevard,-5.156843,119.446864,18,25,0.901926,2025-06-05 17:53:09,28.000000000000004,True,Low,False,False,17,-8.0,28.7,0,clear
Tun Abdul Razak,-5.180458,119.465541,27,35,0.908741,2025-06-05 17:53:10,22.857142857142854,True,Low,False,False,17,9.0,28.7,0,clear
Sultan Alauddin,-5.202323,119.495785,25,34,0.953034,2025-06-05 17:53:11,26.470588235294112,True,Low,False,False,17,-2.0,28.7,0,clear
Boulevard,-5.156843,119.446864,17,24,0.844214,2025-06-05 17:58:12,29.166666666666664,True,Low,False,False,17,-8.0,28.7,0,clear
Tun Abdul Razak,-5.180458,119.465541,27,35,0.878672,2025-06-05 17:58:13,22.857142857142854,True,Low,False,False,17,10.0,28.7,0,clear
Sultan Alauddin,-5.202323,119.495785,25,35,0.96058,2025-06-05 17:58:14,28.57142857142857,True,Low,False,False,17,-2.0,28.7,0,clear
Boulevard,-5.156843,119.446864,18,24,0.858588,2025-06-05 18:03:15,25.0,False,Low,False,False,18,-7.0,27.8,1,clear
Tun Abdul Razak,-5.180458,119.465541,26,36,0.885573,2025-06-05 18:03:16,27.77777777777778,False,Low,False,False,18,8.0,27.8,1,clear
Sultan Alauddin,-5.202323,119.495785,25,35,0.958313,2025-06-05 18:03:18,28.57142857142857,False,Low,False,False,18,-1.0,27.8,1,clear
Boulevard,-5.156843,119.446864,18,24,0.854609,2025-06-05 18:08:19,25.0,False,Low,False,False,18,-7.0,27.8,1,clear
Tun Abdul Razak,-5.180458,119.465541,27,36,0.882472,2025-06-05 18:08:20,25.0,False,Low,False,False,18,9.0,27.8,1,clear
Sultan Alauddin,-5.202323,119.495785,26,35,0.957448,2025-06-05 18:08:20,25.71428571428571,False,Low,False,False,18,-1.0,27.8,1,clear
Boulevard,-5.156843,119.446864,18,24,0.874,2025-06-05 18:13:21,25.0,False,Low,False,False,18,-8.0,27.8,1,clear
Tun Abdul Razak,-5.180458,119.465541,28,35,0.937833,2025-06-05 18:13:22,19.999999999999996,False,Low,False,False,18,10.0,27.8,1,clear
Sultan Alauddin,-5.202323,119.495785,26,34,0.949966,2025-06-05 18:13:23,23.529411764705888,False,Low,False,False,18,-2.0,27.8,1,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 18:18:24,0.0,False,Low,False,False,18,-3.0,27.8,1,clear
Tun Abdul Razak,-5.180458,119.465541,28,35,0.946908,2025-06-05 18:18:25,19.999999999999996,False,Low,False,False,18,5.0,27.8,1,clear
Sultan Alauddin,-5.202323,119.495785,28,35,0.933408,2025-06-05 18:18:25,19.999999999999996,False,Low,False,False,18,0.0,27.8,1,clear
Boulevard,-5.156843,119.446864,19,23,0.882029,2025-06-05 18:23:26,17.391304347826086,False,Low,False,False,18,-9.0,27.8,1,clear
Tun Abdul Razak,-5.180458,119.465541,27,35,0.953156,2025-06-05 18:23:27,22.857142857142854,False,Low,False,False,18,8.0,27.8,1,clear
Sultan Alauddin,-5.202323,119.495785,29,35,0.928924,2025-06-05 18:23:28,17.14285714285714,False,Low,False,False,18,2.0,27.8,1,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 18:28:29,0.0,False,Low,False,False,18,-6.0,27.8,1,clear
Tun Abdul Razak,-5.180458,119.465541,29,36,0.949918,2025-06-05 18:28:30,19.444444444444443,False,Low,False,False,18,6.0,27.8,1,clear
Sultan Alauddin,-5.202323,119.495785,28,35,0.939328,2025-06-05 18:28:30,19.999999999999996,False,Low,False,False,18,-1.0,27.8,1,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 18:33:31,0.0,False,Low,False,False,18,-5.0,27.8,1,clear
Tun Abdul Razak,-5.180458,119.465541,28,35,0.9485,2025-06-05 18:33:32,19.999999999999996,False,Low,False,False,18,5.0,27.8,1,clear
Sultan Alauddin,-5.202323,119.495785,27,34,0.953957,2025-06-05 18:33:33,20.588235294117652,False,Low,False,False,18,-1.0,27.8,1,clear
Boulevard,-5.156843,119.446864,18,23,0.916008,2025-06-05 18:38:34,21.739130434782606,False,Low,False,False,18,-9.0,27.8,1,clear
Tun Abdul Razak,-5.180458,119.465541,28,36,0.942808,2025-06-05 18:38:35,22.22222222222222,False,Low,False,False,18,10.0,27.8,1,clear
Sultan Alauddin,-5.202323,119.495785,28,35,0.969242,2025-06-05 18:38:35,19.999999999999996,False,Low,False,False,18,0.0,27.8,1,clear
Boulevard,-5.156843,119.446864,18,23,0.918797,2025-06-05 18:43:37,21.739130434782606,False,Low,False,False,18,-10.0,27.8,1,clear
Tun Abdul Razak,-5.180458,119.465541,28,36,0.930957,2025-06-05 18:43:37,22.22222222222222,False,Low,False,False,18,10.0,27.8,1,clear
Sultan Alauddin,-5.202323,119.495785,27,35,0.975577,2025-06-05 18:43:38,22.857142857142854,False,Low,False,False,18,-1.0,27.8,1,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 18:48:39,0.0,False,Low,False,False,18,-4.0,27.8,1,clear
Tun Abdul Razak,-5.180458,119.465541,28,35,0.92309,2025-06-05 18:48:40,19.999999999999996,False,Low,False,False,18,5.0,27.8,1,clear
Sultan Alauddin,-5.202323,119.495785,26,34,0.971869,2025-06-05 18:48:40,23.529411764705888,False,Low,False,False,18,-2.0,27.8,1,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 18:53:42,0.0,False,Low,False,False,18,-3.0,27.8,1,clear
Tun Abdul Razak,-5.180458,119.465541,28,36,0.937346,2025-06-05 18:53:43,22.22222222222222,False,Low,False,False,18,5.0,27.8,1,clear
Sultan Alauddin,-5.202323,119.495785,25,34,0.963407,2025-06-05 18:53:44,26.470588235294112,False,Low,False,False,18,-3.0,27.8,1,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 18:58:45,0.0,False,Low,False,False,18,-2.0,27.8,1,clear
Tun Abdul Razak,-5.180458,119.465541,28,36,0.947647,2025-06-05 18:58:45,22.22222222222222,False,Low,False,False,18,5.0,27.8,1,clear
Sultan Alauddin,-5.202323,119.495785,28,35,0.96886,2025-06-05 18:58:46,19.999999999999996,False,Low,False,False,18,0.0,27.8,1,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 19:03:47,0.0,False,Low,False,False,19,-5.0,27.1,0,clear
Tun Abdul Razak,-5.180458,119.465541,29,36,0.935181,2025-06-05 19:03:48,19.444444444444443,False,Low,False,False,19,6.0,27.1,0,clear
Sultan Alauddin,-5.202323,119.495785,29,35,0.9569,2025-06-05 19:03:49,17.14285714285714,False,Low,False,False,19,0.0,27.1,0,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 19:08:49,0.0,False,Low,False,False,19,-6.0,27.1,0,clear
Tun Abdul Razak,-5.180458,119.465541,28,36,0.932493,2025-06-05 19:08:50,22.22222222222222,False,Low,False,False,19,5.0,27.1,0,clear
Sultan Alauddin,-5.202323,119.495785,28,35,0.940607,2025-06-05 19:08:51,19.999999999999996,False,Low,False,False,19,0.0,27.1,0,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 19:13:52,0.0,False,Low,False,False,19,-5.0,27.1,0,clear
Tun Abdul Razak,-5.180458,119.465541,27,36,0.940499,2025-06-05 19:13:53,25.0,False,Low,False,False,19,4.0,27.1,0,clear
Sultan Alauddin,-5.202323,119.495785,28,34,0.946501,2025-06-05 19:13:53,17.647058823529417,False,Low,False,False,19,1.0,27.1,0,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 19:18:54,0.0,False,Low,False,False,19,-5.0,27.1,0,clear
Tun Abdul Razak,-5.180458,119.465541,27,36,0.940668,2025-06-05 19:18:55,25.0,False,Low,False,False,19,4.0,27.1,0,clear
Sultan Alauddin,-5.202323,119.495785,26,35,0.958427,2025-06-05 19:18:56,25.71428571428571,False,Low,False,False,19,-1.0,27.1,0,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 19:23:57,0.0,False,Low,False,False,19,-3.0,27.1,0,clear
Tun Abdul Razak,-5.180458,119.465541,28,35,0.942028,2025-06-05 19:23:58,19.999999999999996,False,Low,False,False,19,5.0,27.1,0,clear
Sultan Alauddin,-5.202323,119.495785,26,34,0.9579,2025-06-05 19:23:59,23.529411764705888,False,Low,False,False,19,-2.0,27.1,0,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 19:29:00,0.0,False,Low,False,False,19,-3.0,27.1,0,clear
Tun Abdul Razak,-5.180458,119.465541,29,36,0.930121,2025-06-05 19:29:01,19.444444444444443,False,Low,False,False,19,6.0,27.1,0,clear
Sultan Alauddin,-5.202323,119.495785,25,34,0.956245,2025-06-05 19:29:02,26.470588235294112,False,Low,False,False,19,-4.0,27.1,0,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 19:34:03,0.0,False,Low,False,False,19,-2.0,27.1,0,clear
Tun Abdul Razak,-5.180458,119.465541,29,36,0.945911,2025-06-05 19:34:04,19.444444444444443,False,Low,False,False,19,6.0,27.1,0,clear
Sultan Alauddin,-5.202323,119.495785,25,35,0.94476,2025-06-05 19:34:05,28.57142857142857,False,Low,False,False,19,-4.0,27.1,0,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 19:39:06,0.0,False,Low,False,False,19,-2.0,27.1,0,clear
Tun Abdul Razak,-5.180458,119.465541,28,35,0.947758,2025-06-05 19:39:07,19.999999999999996,False,Low,False,False,19,5.0,27.1,0,clear
Sultan Alauddin,-5.202323,119.495785,25,34,0.944682,2025-06-05 19:39:07,26.470588235294112,False,Low,False,False,19,-3.0,27.1,0,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-05 19:44:08,0.0,False,Low,False,False,19,-2.0,27.1,0,clear
Tun Abdul Razak,-5.180458,119.465541,27,36,0.938365,2025-06-05 19:44:09,25.0,False,Low,False,False,19,4.0,27.1,0,clear
